"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","jp_trip_desc","jp_trip_desc_symbol","jp_office_id","wheelchair_accessible"
"4_519_20231101","5_1_20231101","4_1_5190111_2_1173_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_1174_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_1175_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_1176_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_1177_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_1178_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_1179_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190111_2_137_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2121_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2122_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2123_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2131_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2132_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2133_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2134_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2135_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2136_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2137_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2138_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190111_2_2139_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190111_2_399_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190111_2_3100_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190111_2_3108_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190111_2_3109_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190111_2_3110_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190111_2_3111_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190111_2_3112_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190111_2_3113_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190111_2_3114_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_122_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_1182_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_1183_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_1184_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_1185_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_1186_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_1193_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_1194_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_1195_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_1196_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_1197_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190112_1_1198_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2140_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2141_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2142_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2143_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2144_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2145_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2153_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2154_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2155_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2156_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2157_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190112_1_2158_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190112_1_3119_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190112_1_3120_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190112_1_3121_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190112_1_3122_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190112_1_3130_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190112_1_3131_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190112_1_3132_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190112_1_3133_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190112_1_3134_20231101","80 青山町駅前",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190211_2_1164_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190211_2_1200_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190211_2_1201_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190211_2_1167_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190211_2_2124_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190211_2_2125_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190211_2_2127_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190211_2_2129_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190211_2_3101_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190211_2_3104_20231101","80 桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190212_1_1189_20231101","80 羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190212_1_1202_20231101","80 羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190212_1_1190_20231101","80 羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190212_1_1192_20231101","80 羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190212_1_2147_20231101","80 羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190212_1_2148_20231101","80 羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190212_1_2150_20231101","80 羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190212_1_2152_20231101","80 羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190212_1_3125_20231101","80 羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190212_1_3127_20231101","80 羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190212_1_3128_20231101","80 羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190312_1_1187_20231101","青山複合施設アオーネ",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190411_2_1165_20231101","桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190411_2_1166_20231101","桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190411_2_1168_20231101","桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190411_2_2126_20231101","桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190411_2_2128_20231101","桐が丘",,"1",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190411_2_2130_20231101","桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190411_2_3103_20231101","桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190411_2_3105_20231101","桐が丘",,"1",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190411_2_3107_20231101","桐が丘",,"1",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190412_1_1188_20231101","羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190412_1_1203_20231101","羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_1_20231101","4_1_5190412_1_1191_20231101","羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190412_1_2146_20231101","羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190412_1_2149_20231101","羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_2_20231101","4_2_5190412_1_2151_20231101","羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190412_1_3123_20231101","羽根東（Aコープ前）",,"0",,,,,"5",
"4_519_20231101","5_3_20231101","4_3_5190412_1_3126_20231101","羽根東（Aコープ前）",,"0",,,,,"5",
"4_520_20231101","5_1_20231101","4_1_5200111_2_1205_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_1_20231101","4_1_5200111_2_11158_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_1_20231101","4_1_5200111_2_11159_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200111_2_2160_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200111_2_2472_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200111_2_2162_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200111_2_3137_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200111_2_3499_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200111_2_3139_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_1_20231101","4_1_5200112_1_1210_20231101","21 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_1_20231101","4_1_5200112_1_11052_20231101","21 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_1_20231101","4_1_5200112_1_1212_20231101","21 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200112_1_2165_20231101","21 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200112_1_2681_20231101","21 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200112_1_2167_20231101","21 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200112_1_3142_20231101","21 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200112_1_3602_20231101","21 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200112_1_3144_20231101","21 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_1_20231101","4_1_5200211_2_1214_20231101","20 曽爾高原",,"1",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200211_2_2169_20231101","20 曽爾高原",,"1",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200211_2_2170_20231101","20 曽爾高原",,"1",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200211_2_3146_20231101","20 曽爾高原",,"1",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200211_2_3147_20231101","20 曽爾高原",,"1",,,,,"5",
"4_520_20231101","5_1_20231101","4_1_5200212_1_1215_20231101","20 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200212_1_2171_20231101","20 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200212_1_2172_20231101","20 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200212_1_3148_20231101","20 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200212_1_3149_20231101","20 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_1_20231101","4_1_5200411_2_1204_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200411_2_2159_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200411_2_3136_20231101","21 山粕西",,"1",,,,,"5",
"4_520_20231101","5_1_20231101","4_1_5200412_1_11160_20231101","21 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_2_20231101","4_2_5200412_1_2168_20231101","21 名張駅前",,"0",,,,,"5",
"4_520_20231101","5_3_20231101","4_3_5200412_1_3145_20231101","21 名張駅前",,"0",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220112_1_1216_20231101","11 名張駅前",,"0",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220112_1_2174_20231101","11 名張駅前",,"0",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220112_1_3151_20231101","11 名張駅前",,"0",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220211_2_1217_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220211_2_1218_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220211_2_1219_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220211_2_1220_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220211_2_1221_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220211_2_1222_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220211_2_1224_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2175_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2176_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2177_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2178_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2179_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2180_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2181_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2182_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2183_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2185_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2186_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220211_2_2187_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3152_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3153_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3154_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3155_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3156_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3157_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3158_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3159_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3160_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3162_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3163_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220211_2_3164_20231101","11 赤目滝",,"1",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220212_1_1225_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220212_1_1226_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220212_1_1227_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220212_1_1228_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220212_1_1229_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_1_20231101","4_1_5220212_1_1230_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220212_1_2188_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220212_1_2189_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220212_1_2191_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220212_1_2192_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220212_1_2193_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220212_1_2194_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220212_1_2195_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220212_1_2196_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_2_20231101","4_2_5220212_1_2197_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220212_1_3165_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220212_1_3166_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220212_1_3168_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220212_1_3169_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220212_1_3170_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220212_1_3171_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220212_1_3172_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220212_1_3173_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_522_20231101","5_3_20231101","4_3_5220212_1_3174_20231101","11 赤目口駅前",,"0",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230211_2_1234_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230211_2_1235_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230211_2_13_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230211_2_1236_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230211_2_1231_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230211_2_1237_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230211_2_2200_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230211_2_22_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230211_2_2202_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230211_2_2203_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230211_2_3177_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230211_2_327_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230211_2_3179_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230211_2_3180_20231101","31 敷津",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230212_1_150_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230212_1_1232_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230212_1_113_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230212_1_1241_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230212_1_114_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230212_1_1242_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230212_1_2244_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230212_1_2205_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230212_1_26_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230212_1_2207_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230212_1_3223_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230212_1_3182_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230212_1_328_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230212_1_3184_20231101","31 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230411_2_1245_20231101","33 滝之原下出",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230411_2_1248_20231101","33 滝之原下出",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230411_2_1250_20231101","33 滝之原下出",,"1",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230411_2_2210_20231101","33 滝之原下出",,"1",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230411_2_3187_20231101","33 滝之原下出",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230412_1_1251_20231101","33 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230412_1_1252_20231101","33 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230412_1_2211_20231101","33 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230412_1_3188_20231101","33 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230511_2_1253_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230511_2_1254_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230511_2_1255_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230511_2_1256_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230511_2_2485_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230511_2_2212_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230511_2_2213_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230511_2_2214_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230511_2_2215_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230511_2_3454_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230511_2_3189_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230511_2_3190_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230511_2_3191_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230511_2_3192_20231101","33 比奈知学校前",,"1",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230512_1_1258_20231101","33 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230512_1_1259_20231101","33 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_1_20231101","4_1_5230512_1_1260_20231101","33 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230512_1_2216_20231101","33 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_2_20231101","4_2_5230512_1_2217_20231101","33 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230512_1_3193_20231101","33 名張駅前",,"0",,,,,"5",
"4_523_20231101","5_3_20231101","4_3_5230512_1_3194_20231101","33 名張駅前",,"0",,,,,"5",
"4_524_20231101","5_1_20231101","4_1_5240811_2_1266_20231101","06 名張駅前",,"1",,,,,"5",
"4_524_20231101","5_1_20231101","4_1_5240811_2_1298_20231101","06 名張駅前",,"1",,,,,"5",
"4_524_20231101","5_1_20231101","4_1_5240811_2_1267_20231101","06 名張駅前",,"1",,,,,"5",
